lat,lng
40.7077715,-74.0129631
40.8157206,-73.9250541
40.7018239,-73.7534883
40.6399872,-74.137657
40.7220584,-74.0090588
40.7531033,-73.7242085
40.7482105,-74.0074852
40.7282908,-73.8420568
40.6072584,-74.0026435
40.5451375,-74.1706037
40.6380406,-73.9548315
40.7164118,-73.8811417
40.6613497,-73.993422
40.5956081,-74.0688152
40.600218,-73.9438162
40.7136361,-73.9459499
40.702239,-73.7576813
40.7196759,-73.8574778
40.6271329,-74.0110813
40.7128324,-73.8782912
40.8493232,-73.8594266
40.6844306,-73.9949017
40.7859286,-73.8183973
40.588453,-74.1900883
40.6388914,-73.9120327
40.543349,-74.1437041
40.6662431,-73.8183267
40.763883,-73.7267112
40.5242669,-74.2392348
40.6253795,-74.002147
40.8547618,-73.8882362
40.6801411,-73.94478
40.6792108,-73.9137389
40.575761,-73.9620803
40.595111,-73.7934695
40.6886586,-73.7606946
40.7053746,-73.7758191
40.8064181,-73.887241
40.5916787,-73.9925792
40.58092,-74.1027158
40.5491696,-74.1979793
40.6753136,-73.7771386
40.6915381,-73.99911
40.6320498,-73.8968596
40.7508235,-73.8740857
40.6007354,-73.9821674
40.7428923,-73.759262
40.7305151,-73.8716272
40.7030534,-73.9424961
40.6924562,-73.7681347
40.7888363,-73.7839703
40.6664931,-73.7653484
40.6069558,-73.7435241
40.6301138,-74.0100046
40.5932158,-73.9933171
40.6023706,-73.9451685
40.8244227,-73.8361231
40.7767416,-73.7999469
40.771024,-73.9536474
40.6374232,-73.9240076
40.7043902,-73.7791586
40.6956377,-73.8037099
40.8392682,-73.9038169
40.7404542,-73.8443632
40.8703002,-73.8399009
40.7393973,-74.0027894
40.8180464,-73.9224574
40.7920934,-73.9736473
40.6127578,-73.9609211
40.6731826,-74.0026064
40.9033588,-73.8450811
40.8679507,-73.8704906
40.6702077,-73.8190188
40.6398966,-74.0872047
40.6142134,-73.9201081
40.7372862,-73.9554246
40.6615951,-73.9793505
40.8177989,-73.9455979
40.8102538,-73.9143313
40.6895735,-73.8570589
40.7034811,-73.8062655
40.7335968,-73.8734543
40.6825078,-73.8142983
40.8127726,-73.8822015
40.7676154,-73.9278194
40.7391936,-73.8217797
40.832647,-73.8512082
40.6249784,-73.9632483
40.6958928,-73.9955463
40.7727005,-73.8339545
40.6205477,-74.1691863
40.6846468,-73.8686904
40.6096912,-73.9401166
40.762835,-73.9388996
40.6332268,-73.9951794
40.8597121,-73.8573548
40.6264564,-73.9179932
40.7401414,-73.8579536
40.6198157,-73.9435908
40.8453609,-73.8968361
40.7766963,-73.9066767
40.6246679,-74.1287672
40.7007465,-73.7827591
40.6450318,-73.9199775
40.7137878,-73.9851131
40.7481368,-73.8647397
40.7039497,-73.7453113
40.6919491,-73.7306662
40.6728699,-73.9754789
40.6574995,-73.8394637
40.5050116,-74.2407338
40.6948378,-73.9839237
40.7042244,-73.7979608
40.7304668,-73.8041377
40.5861006,-73.9323639
40.5675778,-74.1271454
40.7465172,-73.9746181
40.6540801,-73.891607
40.6765219,-73.7370989
40.8615301,-73.8910628
40.707935,-73.7856861
40.8267875,-73.8909065
40.7534886,-73.9379409
40.7730436,-73.8305151
40.7291123,-74.0106725
40.7763977,-73.8176434
40.619465,-74.0701437
40.7387096,-73.7019118
40.6265706,-74.1667699
40.5527509,-74.1770868
40.6376372,-74.1612596
40.6446366,-73.9431086
40.8460475,-73.94024
40.8119414,-73.9255532
40.8216277,-73.8883751
40.7440727,-73.787183
40.699718,-73.961813
40.6230538,-74.1132634
40.7438593,-73.9417427
40.7449415,-73.8873378
40.7223977,-73.8566999
40.8539109,-73.8910825
40.7025151,-73.827064
40.6136366,-73.9482495
40.7728064,-73.7423185
40.634356,-73.9106696
40.5780072,-73.956924
40.7513655,-73.9679753
40.6721872,-73.8193559
40.5858421,-73.9378751
40.7061238,-73.9221368
40.6955413,-73.9126071
40.7540925,-73.9920774
40.6072433,-73.9411669
40.6182828,-74.1051867
40.6367041,-73.9903727
40.7294444,-73.825504
40.6987376,-73.7392689
40.6203039,-73.9889918
40.5958782,-73.7576423
40.712355,-73.9849511
40.8486847,-73.9392147
40.8140423,-73.9366886
40.7432961,-73.7478495
40.7069972,-73.9613636
40.6010623,-73.9317338
40.7133821,-73.9901272
40.6730179,-73.8370831
40.5833748,-74.1576652
40.6827493,-73.8753608
40.6698725,-73.740045
40.647486,-74.0006631
40.644088,-73.9565679
40.7542583,-73.8377451
40.6890403,-73.8587368
40.6741976,-73.7560635
40.6261901,-73.9218373
40.7498691,-73.8627259
40.5368014,-74.1510616
40.6945594,-73.9065464
40.6110986,-74.1146592
40.6630196,-73.9400291
40.6088079,-73.953191
40.6120689,-73.9364372
40.6887749,-73.9478919
40.5975525,-73.9911633
40.7098424,-73.7366284
40.5952174,-73.7580012
40.8145033,-73.8864831
40.6927573,-73.774621
40.7581766,-73.924054
40.7031151,-73.9215812
40.6562409,-73.9366834
40.5526876,-74.2122866
40.6884134,-74.0010673
40.766852,-73.9537478
40.8577256,-73.8695489
40.7145262,-73.8063633
40.7348639,-73.7249467
40.7126556,-73.8495246
40.602669,-74.0038533
40.7323735,-74.0034711
40.7289756,-73.8578259
40.730972,-73.9220392
40.6820384,-73.8778679
40.6325733,-73.991083
40.7236808,-74.0036366
40.5901001,-73.9881651
40.8550337,-73.856237
40.6108101,-74.1204783
40.8936679,-73.8606204
40.9001385,-73.8711839
40.7766666,-73.7827967
40.7532057,-73.7762572
40.7240895,-74.0094235
40.7759052,-73.9205171
40.7090648,-73.9241857
40.7359608,-74.0051275
40.71076,-73.9531302
40.7309116,-73.860831
40.7414135,-73.9833603
40.7089042,-73.7873061
40.7099905,-73.9509557
40.6997921,-73.7718274
40.6326447,-73.9126354
40.643574,-73.9716484
40.790724,-73.8100817
40.6747669,-73.885351
40.6559893,-74.0026778
40.8854822,-73.9090338
40.8192076,-73.9470347
40.834341,-73.8969652
40.6093628,-74.1212716
40.8410727,-73.8529025
40.6659178,-73.9254639
40.6954972,-73.8958779
40.8412227,-73.7842448
40.7477341,-73.8829986
40.6980579,-73.8098624
40.6016379,-73.9518348
40.5924387,-73.9726747
40.5984049,-73.9463456
40.6222646,-73.9657174
40.7219679,-74.0082326
40.7071137,-73.8745109
40.6142704,-74.1566467
40.7937683,-73.9341076
40.5719951,-74.1212146
40.7356672,-73.8449548
40.5602983,-74.1840952
40.7086752,-73.9563058
40.8018664,-73.9413524
40.6026848,-73.942316
40.7157321,-73.9644717
40.7419352,-73.9538047
40.8406028,-73.911513
40.6087705,-73.7499603
40.7169223,-73.9418348
40.7026199,-73.7735345
40.7708188,-73.8219116
40.6910809,-73.7291011
40.7482152,-73.8784576
40.6221016,-74.1261902
40.6077769,-74.083655
40.6365697,-74.0366031
40.8905464,-73.8408684
40.5968203,-73.9295668
40.6508164,-73.837804
40.6950554,-73.8237981
40.7299416,-73.9973589
40.5405508,-74.1931974
40.5424295,-74.1459041
40.5538119,-74.1349857
40.6959971,-73.9696298
40.6722218,-73.9738209
40.8553791,-73.8315755
40.8427518,-73.9228189
40.7679332,-73.87814
40.6965487,-73.9057647
40.753327,-73.8717926
40.6969498,-73.9627682
40.5267615,-74.1757331
40.6643992,-73.9939264
40.7281862,-73.7115958
40.704009,-73.7667925
40.673694,-73.9671906
40.7434239,-73.9998484
40.7067582,-73.9413964
40.6074449,-73.9953037
40.8708386,-73.8382363
40.6674025,-73.7736279
40.6796533,-73.7772287
40.6483943,-73.973668
40.7646435,-73.9165884
40.7667079,-73.8695972
40.703227,-73.8205377
40.608595,-73.9287837
40.814708,-73.9065836
40.7289191,-73.8977343
40.9074712,-73.8975573
40.700464,-73.8359232
40.5391774,-74.195424
40.8703718,-73.929823
40.6893537,-73.8660308
40.7467891,-73.8719207
40.8651783,-73.8416847
40.7045467,-74.0100699
40.6920875,-73.9834015
40.7328204,-73.753417
40.7280216,-73.7105538
40.7038176,-73.8910536
40.7346179,-73.9862126
40.8669318,-73.8605065
40.674576,-73.8484353
40.6033557,-74.0934592
40.6911214,-73.9535659
40.6772586,-73.8187293
40.5377004,-74.1500095
40.7218434,-73.9044338
40.7258658,-73.9001572
40.8435019,-73.8347464
40.7445087,-73.7945365
40.6116658,-74.0765429
40.8481835,-73.9413658
40.7087321,-74.0132627
40.8386908,-73.8239309
40.7215902,-73.7502585
40.6206415,-74.1592121
40.7092244,-73.843148
40.6884117,-73.8479278
40.6604556,-73.7565968
40.8129171,-73.8812078
40.7006296,-73.9866235
40.7941352,-73.9428183
40.7538941,-73.7982613
40.6818033,-73.9085148
40.8348193,-73.8680074
40.664373,-73.9181412
40.7197394,-73.7857328
40.5812273,-73.9450958
40.7646846,-73.7585948
40.6170038,-73.9691095
40.760517,-73.9077931
40.6528875,-73.7614752
40.7012002,-73.8383017
40.8266345,-73.9542944
40.5837334,-73.9196868
40.5852267,-73.9400306
40.5954621,-73.9673767
40.7135305,-73.9163314
40.7508749,-73.9658018
40.7374813,-73.713248
40.6959354,-73.8544885
40.6397842,-74.0015061
40.6780092,-73.8160954
40.6125721,-73.9737074
40.9005344,-73.8980448
40.6598458,-73.835205
40.5174987,-74.2124733
40.7397355,-73.8176099
40.7161415,-73.8335687
40.5587077,-74.174374
40.637047,-74.037319
40.7239392,-73.8154672
40.6392595,-73.9377625
40.6164151,-74.1035089
40.8467631,-73.9337768
40.8223877,-73.9342855
40.7433055,-73.9376508
40.7381972,-73.8491906
40.8891934,-73.8312982
40.6294617,-74.1224682
40.835429,-73.8951385
40.7402615,-73.9905165
40.7430368,-73.7233864
40.5966085,-73.9945231
40.6966689,-73.8868099
40.6677381,-73.8266062
40.6875573,-73.9389506
40.6923456,-73.8046896
40.6202541,-73.9368652
40.7372865,-73.884648
40.843958,-73.8646713
40.7584837,-73.820046
40.8399477,-73.9090635
40.7249587,-73.8524119
40.7231587,-73.9084761
40.6440604,-73.993485
40.6529729,-73.9440024
40.6772652,-73.7786175
40.8315136,-73.8769937
40.83876,-73.9396611
40.7120573,-73.9661437
40.636689,-73.7405346
40.8255054,-73.8860751
40.8427608,-73.8347338
40.7065502,-74.0118736
40.6586296,-74.0070426
40.6009721,-73.9876086
40.7625656,-73.8185874
40.6316971,-74.0399345
40.8239366,-73.8948712
40.7533492,-73.8745537
40.8433065,-73.9191824
40.5424231,-74.1609507
40.6404609,-73.9012173
40.6713407,-73.8819394
40.713502,-73.751793
40.8261511,-73.877654
40.6822304,-73.7541881
40.6367253,-74.0848983
40.7248962,-73.8551251
40.6746046,-73.8432006
40.5940873,-74.157957
40.8535369,-73.9383789
40.6516055,-74.0105088
40.6997812,-73.8442738
40.6685698,-73.9182622
40.7586947,-73.9853377
40.7287332,-73.7371563
40.7384626,-73.9008411
40.7108872,-74.0090609
40.6913705,-73.7799589
40.7621323,-73.8037413
40.7642891,-73.9556159
40.5642697,-74.1503571
40.7754292,-73.9839728
40.6830692,-73.995558
40.7454217,-73.9909669
40.8447834,-73.9084642
40.7704845,-73.786687
40.6812413,-73.8513189
40.7185689,-73.9833949
40.5467145,-74.1750875
40.7029926,-73.8251765
40.7004914,-73.7441128
40.5905204,-73.8053295
40.8513185,-73.9084118
40.6931942,-73.8957445
40.7936495,-73.8132334
40.7216017,-73.9418562
40.7589491,-73.8319096
40.7752631,-73.8187333
40.7983069,-73.9368228
40.5940729,-73.772808
40.8852652,-73.8928864
40.9001347,-73.8586282
40.6627452,-73.9219315
40.6616564,-73.9192042
40.8637077,-73.8720616
40.6918022,-73.7637412
40.8238127,-73.9345535
40.8390874,-73.8439188
40.7457696,-73.9704212
40.5927629,-73.9925646
40.6948327,-73.7508456
40.6323121,-73.9370159
40.8665775,-73.8673188
40.7616592,-73.9865607
40.5985519,-73.9973389
40.8570065,-73.8935537
40.6156202,-73.8972318
40.7208199,-73.8063631
40.6675846,-73.7859708
40.8485379,-73.8661078
40.6891331,-73.8208533
40.7095313,-74.0084187
40.6600339,-73.9043853
40.6447207,-73.9411987
40.7639984,-73.9960038
40.6738005,-73.7317814
40.705227,-73.7520511
40.623677,-73.8955906
40.8800659,-73.8681273
40.7924369,-73.8152412
40.8504153,-73.8570025
40.7456086,-73.8874702
40.8162743,-73.8928602
40.6646829,-73.8091213
40.6981053,-73.9336973
40.9059675,-73.904339
40.8733535,-73.9287377
40.6816164,-73.77896
40.7215948,-73.9747647
40.6529522,-73.9110159
40.7284841,-73.8052223
40.7450679,-73.9382591
40.6831263,-73.9874311
40.879807,-73.9065753
40.6077779,-74.0859635
40.6334876,-73.9745818
40.6238874,-74.0818019
40.664254,-73.8391518
40.5966808,-74.1413991
40.5440185,-74.168147
40.8380144,-73.8682359
40.699531,-73.9110367
40.7516393,-73.9098446
40.6804163,-73.84389
40.7181501,-73.8847388
40.6573847,-73.7404865
40.6641753,-73.9593447
40.7509782,-73.9347418
40.756023,-73.8208683
40.7713071,-73.8766313
40.5910225,-74.1009095
40.7534038,-73.9058647
40.6914456,-73.7521059
40.6375303,-74.1127943
40.5437007,-74.176911
40.713293,-73.729689
40.5848184,-73.9527057
40.8975581,-73.8758948
40.8565383,-73.8725586
40.774461,-73.8466735
40.7064593,-74.0151017
40.735214,-73.9917152
40.6931713,-73.7568704
40.5990835,-73.9859849
40.8213728,-73.835983
40.7545534,-73.7431647
40.806085,-73.8545258
40.623716,-73.9931304
40.6537577,-74.0050023
40.609707,-73.8190352
40.7375723,-73.9207649
40.6923706,-73.8271877
40.7664031,-73.8152918
40.7609899,-73.9733095
40.7458283,-73.8313039
40.6081075,-74.1351082
40.6989215,-73.8438431
40.6797343,-73.9743118
40.9010203,-73.9040725
40.6961413,-73.817881
40.7648166,-73.783745
40.7413629,-73.9209552
40.6801404,-73.9056581
40.7030999,-74.0129983
40.718874,-73.8234934
40.6629807,-73.7539707
40.6649536,-73.9933496
40.726622,-73.7573124
40.7185273,-73.7995264
40.8442462,-73.9337142
40.8287585,-73.917798
40.7302261,-73.8128916
40.6410359,-73.9131469
40.7453143,-73.7705456
40.7461455,-73.8981085
40.7306377,-73.7455557
40.6723003,-73.8421029
40.6242731,-73.9925503
40.5979345,-74.0970345
40.6778859,-73.7456092
40.8635591,-73.9075381
40.6913523,-73.8550466
40.7488016,-73.7565446
40.8259047,-73.9471161
40.7645841,-73.8158275
40.7047473,-73.8667681
40.834417,-73.9285383
40.7140763,-73.9546573
40.7713281,-73.9039042
40.6354596,-74.1455634
40.7492559,-73.7559439
40.7134006,-73.7703957
40.5949303,-73.9697715
40.5811716,-73.8390603
40.7338858,-73.88469
40.5953602,-73.8009332
40.6264095,-74.0185131
40.7469059,-73.8637028
40.8366415,-73.8338058
40.6683891,-73.7519717
40.6807554,-73.8204432
40.605525,-74.1842807
40.6723073,-73.7781797
40.6805055,-73.9285699
40.6063974,-73.7517519
40.7055187,-73.8668784
40.8226286,-73.9435056
40.5832535,-73.9525069
40.6081278,-73.9873768
40.9032529,-73.847997
40.6749025,-73.8363178
40.6135377,-74.0629231
40.737833,-73.9356863
40.5666995,-74.1938884
40.7237956,-73.8737976
40.8390314,-73.8513493
40.6944915,-73.768838
40.8395397,-73.9467767
40.8313181,-73.9506699
40.7669123,-73.9363652
40.6930813,-73.7624313
40.6807552,-73.8134415
40.7534452,-73.7269309
40.9051335,-73.9015909
40.611235,-73.987776
40.6333292,-74.0161257
40.7764669,-73.9273765
40.8088033,-73.9558824
40.7646168,-73.9583231
40.8144256,-73.9259587
40.6780266,-73.9020233
40.7298297,-73.7259633
40.6899929,-73.735726
40.6670415,-73.7921834
40.728137,-73.7345068
40.8420551,-73.8686978
40.6942103,-73.7852218
40.8394389,-73.8481139
40.6539112,-73.9730496
40.6542235,-73.9153065
40.6895019,-73.7860951
40.8337378,-73.8888028
40.8192137,-73.9373232
40.7363917,-73.9097123
40.7399789,-73.9240639
40.7664937,-73.9569573
40.7221435,-73.9022687
40.8288337,-73.8270031
40.7916628,-73.9646839
40.6458031,-73.8990473
40.6509791,-73.9611907
40.6914465,-73.8086624
40.7418418,-73.8810025
40.631468,-74.0826002
40.7198321,-73.9875432
40.70495,-74.0115487
40.7117175,-73.7902153
40.7022228,-73.8773368
40.5920991,-73.9756922
40.6798751,-73.8912153
40.6476061,-73.905095
40.6618637,-73.9343929
40.5545687,-74.1706242
40.7115373,-73.986744
40.7683247,-73.7913763
40.8398022,-73.928659
40.8453091,-73.8317709
40.80197,-73.9455097
40.6636209,-73.9306857
40.696302,-73.9754414
40.7189499,-73.8058743
40.8364762,-73.8851084
40.8629806,-73.8548496
40.6781863,-73.840975
40.7210264,-73.9915041
40.603138,-73.7549799
40.5794162,-74.0960464
40.6599139,-73.8468034
40.6219795,-74.078255
40.7169748,-73.800083
40.6975713,-73.90757
40.7133024,-73.8842603
40.6604415,-73.9568744
40.6802007,-73.8575694
40.8376538,-73.8999668
40.6610684,-73.7582129
40.7943774,-73.9336483
40.6896207,-73.9731253
40.7169255,-74.0108329
40.7628542,-73.7989309
40.7249016,-73.9018029
40.6811537,-73.8695626
40.8203823,-73.9269456
40.7429104,-73.9928041
40.6795064,-74.0076866
40.6165331,-74.0869869
40.8732226,-73.8374603
40.73059,-73.8881126
40.7014877,-73.9519213
40.6934518,-73.7650516
40.7311545,-74.0089265
40.5732197,-74.1069911
40.7126054,-73.8597149
40.856112,-73.8825188
40.7146545,-73.7872878
40.7011425,-73.7382677
40.6354759,-74.0320376
40.6039223,-74.0160832
40.7363481,-73.9501569
40.7573584,-73.7388593
40.6259569,-74.1344507
40.6974347,-73.8986013
40.63633,-73.9470429
40.8538212,-73.9363543
40.6668873,-73.7903959
40.5387313,-74.2396464
40.6331308,-74.0753498
40.7754471,-73.8284324
40.8058707,-73.9528068
40.718255,-73.8881441
40.6895061,-73.7643552
40.8976099,-73.9076752
40.6702996,-73.9975948
40.6143692,-73.9709549
40.8386725,-73.8356655
40.8524751,-73.9296033
40.6895371,-73.7581241
40.7896492,-73.9460759
40.6684305,-73.9191816
40.7017865,-74.010652
40.5785571,-74.1695947
40.5808907,-74.0920021
40.6741615,-73.9473121
40.8141902,-73.9606873
40.7182261,-73.7950243
40.8578691,-73.9384114
40.6111233,-74.1128214
40.7200047,-73.7999296
40.6063513,-74.0851333
40.6863514,-73.9623996
40.6875062,-73.9146441
40.810993,-73.9542878
40.7106047,-73.9846738
40.679748,-73.92865
40.6099798,-73.9266392
40.6293786,-74.0256616
40.658409,-73.9604835
40.5903338,-73.9083909
40.678278,-73.9107549
40.6205618,-73.9019888
40.7425028,-73.8703627
40.8644625,-73.9189434
40.7175818,-73.8117655
40.6440183,-73.9080225
40.6584196,-73.92624
40.6347252,-74.0164124
40.7693529,-73.7719754
40.8069664,-73.9116661
40.6710004,-73.8622321
40.826814,-73.8536018
40.6409806,-73.8873872
40.739199,-73.86872
40.7149111,-73.9090718
40.650766,-73.8848048
40.5763792,-73.8600514
40.6975199,-73.7848721
40.7299955,-73.8783681
40.7521364,-73.9256273
40.6852702,-73.8665979
40.6082123,-74.1332075
40.8760104,-73.8621291
40.8766407,-73.9013799
40.7566326,-73.8751395
40.7465711,-73.8837441
40.6434168,-74.0814836
40.877307,-73.9006123
40.5732096,-74.1200469
40.7242734,-73.9908182
40.7585368,-73.766959
40.599504,-74.0671087
40.8090701,-73.9445394
40.5966713,-73.9897051
40.6662285,-73.8008486
40.6794866,-73.8572103
40.6663767,-73.883199
40.5109243,-74.231189
40.829141,-73.9081027
40.7104954,-73.7643531
40.5795747,-73.9505295
40.6655483,-73.9536882
40.7356399,-73.9500347
40.8109467,-73.9630589
40.6146562,-74.1088513
40.7082004,-73.7668897
40.60541,-73.9839956
40.6805218,-74.0091793
40.8162203,-73.9212457
40.8325977,-73.8187108
40.7349858,-73.8506577
40.5522654,-74.2171596
40.69985,-73.8097311
40.7583736,-73.9709932
40.7486358,-73.7721185
40.6193729,-73.9081573
40.5846618,-73.9508492
40.6959487,-73.7528717
40.7578907,-73.8593921
40.7487782,-73.809761
40.5807256,-74.0990903
40.7734134,-73.7376009
40.7780962,-73.9782926
40.6015067,-73.9530376
40.6914545,-73.7339497
40.6821446,-73.7463032
40.7365217,-73.8700929
40.6982121,-73.7375182
40.7186719,-73.7912612
40.6061034,-74.0798167
40.7138422,-73.900939
40.7037917,-73.9875498
40.6069786,-74.08678
40.8402092,-73.9101438
40.6053581,-73.9617322
40.8630486,-73.858754
40.6206501,-73.9943194
40.6418947,-73.9332342
40.5317123,-74.2028919
40.7245944,-73.8184129
40.7443619,-73.8787858
40.6620077,-73.7545942
40.729335,-74.0052244
40.6752826,-73.9062021
40.6558982,-73.8789573
40.7603108,-73.7743094
40.6192026,-74.0986828
40.7252561,-73.7410484
40.8887198,-73.8633361
40.7154325,-73.7291727
40.6647218,-73.7443005
40.6375655,-74.0882178
40.8290829,-73.9410791
40.7040718,-73.8596138
40.8288212,-73.8383218
40.546844,-74.1408295
40.6946808,-73.8142752
40.7356559,-73.850999
40.6197759,-74.0187346
40.6925929,-73.9155066
40.7220754,-73.8671123
40.6414915,-73.8996267
40.6398068,-73.9513064
40.8169293,-73.886161
40.8477632,-73.9072782
40.8441336,-73.8203636
40.6874499,-73.8052917
40.6707242,-73.8751814
40.7570665,-73.8386219
40.6315703,-74.0774916
40.6633128,-73.9210513
40.7900904,-73.7974763
40.6670754,-73.9950724
40.8149205,-73.8837223
40.7611251,-73.8602444
40.6953527,-73.7268414
40.7319866,-73.7794496
40.7111004,-73.7394189
40.6874155,-73.9597127
40.8431655,-73.8281115
40.7498201,-73.7283017
40.6654737,-73.9523041
40.6795477,-74.0044202
40.7376821,-73.7752449
40.7079964,-73.7677632
40.8384262,-73.9416888
40.6046944,-74.1154434
40.6005234,-74.1249539
40.727201,-73.7492129
40.6463689,-74.0018342
40.6046327,-73.9681645
40.8547299,-73.8482886
40.7172578,-73.8050603
40.8889314,-73.8657835
40.728524,-73.8178286
40.686004,-73.817375
40.7401675,-73.9842592
40.7673122,-73.8827693
40.5963046,-73.7674207
40.6292468,-74.0052995
40.6017437,-73.9903885
40.7784761,-73.9854489
40.761048,-73.8351748
40.8137015,-73.8918311
40.8922392,-73.9119976
40.7207027,-73.7411058
40.7957327,-73.932661
40.6987196,-73.800282
40.7144502,-73.9995924
40.6345338,-73.939172
40.8864978,-73.8292038
40.7492474,-73.7383061
40.7294235,-73.8787974
40.8533472,-73.881667
40.6948674,-73.739266
40.7271393,-73.8276712
40.5781185,-73.9416569
40.8602912,-73.892811
40.7518108,-73.7150992
40.591256,-73.9637746
40.6673503,-73.7591201
40.7318966,-73.8882547
40.7120058,-73.7581039
40.6659184,-73.8213158
40.8231352,-73.8948833
40.7765294,-73.8397652
40.7614127,-73.8845376
40.5351565,-74.2016432
40.6034133,-73.7632185
40.6420976,-74.0098623
40.8588279,-73.8685779
40.8092386,-73.9530067
40.7612802,-73.9047273
40.8189075,-73.8071218
40.5099926,-74.2437401
40.644521,-73.9120649
40.6670811,-73.810322
40.6972314,-73.9850952
40.7765414,-73.8064935
40.6679452,-73.9907251
40.6649888,-73.8328168
40.6858944,-73.8652337
40.6187941,-74.0125856
40.5720144,-74.146991
40.8353427,-73.8188985
40.5869955,-73.8201048
40.6725612,-73.8402493
40.6334362,-73.8828892
40.7302915,-73.8160558
40.6281078,-73.9288673
40.609674,-73.9652232
40.5948251,-73.7872446
40.7026172,-73.960572
40.7862848,-73.8363365
40.7136043,-73.8183527
40.8484564,-73.8554669
40.8479636,-73.9144273
40.7515157,-73.7476961
40.5594857,-74.1224515
40.830136,-73.8908721
40.6479026,-73.9549473
40.8558829,-73.7905992
40.8096442,-73.9103657
40.648229,-74.0844985
40.7229902,-73.9106843
40.5904417,-74.086078
40.5987675,-73.7559178
40.7158343,-73.8137433
40.6609458,-73.9371872
40.6959365,-73.9715585
40.7766141,-73.9215236
40.6475955,-73.9735026
40.7542629,-73.7433292
40.6243201,-74.0247518
40.7017944,-73.8160019
40.7594771,-73.8146757
40.6528029,-73.8638822
40.7195866,-73.7331483
40.7178702,-73.9971068
40.7403604,-73.973177
40.6267701,-74.0150008
40.6712543,-73.7381471
40.7252647,-73.8187575
40.7223178,-73.9352858
40.7356329,-73.9009535
40.6875963,-73.7580121
40.5943163,-73.9634128
40.7694848,-73.7923836
40.7547899,-73.9975673
40.6908746,-73.8064248
40.5960353,-73.744009
40.5449155,-74.2228672
40.6430745,-73.9873269
40.6039628,-74.129732
40.6898305,-73.9786242
40.6926194,-73.747868
40.8685485,-73.8883143
40.7494911,-73.8833276
40.7174038,-73.7589536
40.6111065,-74.1422004
40.6227646,-73.9793625
40.5990495,-73.9348651
40.8311405,-73.8797696
40.8205623,-73.8998589
40.525685,-74.2011291
40.6763719,-73.8469999
40.665256,-73.7630351
40.5790171,-74.0025451
40.6633843,-73.9032848
40.726176,-73.7676802
40.839148,-73.8589565
40.6668416,-73.7894084
40.8541756,-73.9154206
40.8667416,-73.9287277
40.6684158,-73.9104149
40.7207425,-73.9009143
40.689452,-73.9680771
40.613651,-73.8205877
40.6033625,-74.0727593
40.7371832,-73.7181135
40.7807319,-73.9186192
40.7161972,-73.9506322
40.7548762,-73.9685222
40.7348618,-73.8029448
40.6428659,-74.0126478
40.7698492,-73.9843135
40.7369781,-73.8784023
40.7455452,-73.9239168
40.5278194,-74.1888116
40.8239852,-73.8938956
40.6722357,-73.9564774
40.6704846,-73.8205393
40.6815138,-73.7579873
40.7319494,-73.8634231
40.6809447,-73.7257532
40.7495159,-73.9693188
40.7116259,-73.7549743
40.8653832,-73.893468
40.7032389,-73.9261399
40.8171079,-73.8920315
40.6762926,-73.9248322
40.6355562,-74.0918217
40.6015958,-73.9743635
40.6289211,-73.9790004
40.706755,-73.9143597
40.7398472,-73.9241037
40.7808514,-73.8450664
40.6191532,-74.0298433
40.851891,-73.835855
40.7193492,-73.9123197
40.6032301,-74.0926091
